customer_id,tenure_months,monthly_charges,total_charges,support_calls_6m,late_payments_12m,extra_services,contract,internet_service,payment_method,paperless_billing,senior_citizen,has_dependents,churned
C001151,1,64.27,60.12,0,0,0,Month-to-month,DSL,Bank transfer,True,False,False,0
C001152,17,15.0,,3,1,3,Month-to-month,None,Electronic cheque,False,False,False,0
C001153,7,21.44,145.31,0,1,1,One year,None,Electronic cheque,True,False,True,0
C001154,18,15.0,275.03,0,0,1,Month-to-month,None,Bank transfer,False,True,False,0
C001155,10,51.47,507.87,1,0,0,Two year,DSL,Electronic cheque,False,True,False,1
C001156,72,109.58,7997.98,2,0,3,One year,Fibre optic,Credit card,True,True,False,0
C001157,31,29.92,894.73,0,0,2,Month-to-month,None,Credit card,False,True,False,0
C001158,40,88.06,,0,1,1,Month-to-month,Fibre optic,Bank transfer,True,False,False,0
C001159,2,100.27,205.11,3,0,0,Month-to-month,Fibre optic,Credit card,True,True,False,1
C001160,27,66.26,1808.51,1,0,4,One year,Fibre optic,Bank transfer,False,False,False,0
C001161,13,74.54,912.84,0,2,5,Month-to-month,DSL,Electronic cheque,True,False,False,1
C001162,40,85.45,3403.65,1,0,4,Month-to-month,Fibre optic,Electronic cheque,True,False,False,1
C001163,24,26.04,613.2,2,0,3,Month-to-month,DSL,Bank transfer,True,False,False,0
C001164,15,122.33,1780.31,1,0,2,Month-to-month,Fibre optic,Bank transfer,False,False,True,1
C001165,5,71.24,348.62,1,1,0,One year,Fibre optic,Post,True,False,True,0
C001166,17,37.22,647.43,2,1,4,Month-to-month,DSL,Credit card,True,False,False,0
C001167,34,70.3,2502.5,0,0,0,Month-to-month,DSL,Electronic cheque,True,False,False,0
C001168,42,25.84,1105.39,0,2,1,Month-to-month,None,Credit card,True,False,True,0
C001169,11,67.1,724.1,2,2,0,One year,Fibre optic,Bank transfer,True,False,False,1
C001170,68,55.98,3812.32,1,1,1,One year,Fibre optic,Credit card,False,False,False,0
C001171,32,110.1,3527.97,1,2,4,Month-to-month,Fibre optic,Electronic cheque,True,False,False,1
C001172,7,86.45,621.8,2,0,3,Month-to-month,Fibre optic,Electronic cheque,True,False,False,1
C001173,6,99.58,597.96,1,1,3,One year,Fibre optic,Post,True,False,True,1
C001174,14,100.42,1431.85,4,0,1,Month-to-month,Fibre optic,Bank transfer,False,False,False,1
C001175,11,49.46,545.14,0,0,0,One year,DSL,Electronic cheque,True,True,True,0
C001176,22,78.2,1748.06,2,0,4,Month-to-month,Fibre optic,Credit card,False,False,False,1
C001177,16,67.78,1113.77,2,0,3,Month-to-month,DSL,Bank transfer,True,False,False,1
C001178,12,30.7,356.42,0,0,0,Month-to-month,None,Credit card,False,False,True,1
C001179,3,67.09,200.32,0,0,2,Month-to-month,Fibre optic,Electronic cheque,True,False,False,0
C001180,24,63.21,1505.73,0,0,4,One year,DSL,Credit card,False,False,False,0
C001181,3,72.37,222.13,2,1,1,Month-to-month,Fibre optic,Post,True,False,True,1
C001182,32,65.7,,1,3,1,Month-to-month,DSL,Credit card,False,False,False,0
C001183,2,85.91,168.01,2,2,1,Month-to-month,Fibre optic,Post,False,False,False,1
C001184,3,19.27,57.07,0,1,2,Month-to-month,None,Electronic cheque,True,False,False,1
C001185,7,83.99,590.45,2,0,1,One year,Fibre optic,Electronic cheque,True,False,False,1
C001186,10,64.61,657.77,0,0,3,One year,Fibre optic,Electronic cheque,False,False,False,1
C001187,9,107.9,950.76,1,0,5,Two year,Fibre optic,,True,False,False,0
C001188,10,71.07,698.76,3,1,0,Month-to-month,Fibre optic,Bank transfer,True,False,False,1
C001189,19,52.12,972.47,0,1,1,Month-to-month,DSL,Bank transfer,True,False,False,1
C001190,7,80.26,552.42,2,1,3,Month-to-month,Fibre optic,Electronic cheque,True,False,False,1
C001191,19,86.86,1629.51,1,0,3,Two year,Fibre optic,Credit card,False,False,False,0
C001192,1,50.2,50.78,0,0,5,Month-to-month,DSL,Credit card,False,False,False,1
C001193,7,40.9,294.31,3,0,5,Month-to-month,DSL,Credit card,True,False,False,0
C001194,3,58.34,171.97,1,1,5,One year,DSL,Electronic cheque,False,False,False,1
C001195,32,66.22,2009.08,0,0,1,Month-to-month,DSL,Electronic cheque,True,False,False,1
C001196,8,58.23,469.86,1,0,4,Month-to-month,DSL,Electronic cheque,False,False,False,1
C001197,23,130.0,2847.87,2,0,4,Month-to-month,Fibre optic,Credit card,True,False,False,0
C001198,2,69.01,143.54,0,0,4,One year,Fibre optic,Electronic cheque,False,True,False,1
C001199,41,61.52,2515.7,1,3,3,One year,Fibre optic,Post,False,True,False,0
C001200,16,79.69,1282.51,2,1,5,Month-to-month,DSL,Credit card,True,True,True,0
C001201,15,89.18,1378.87,2,0,4,One year,Fibre optic,Bank transfer,True,False,False,0
C001202,3,31.76,94.51,0,2,5,Month-to-month,None,Electronic cheque,True,True,True,1
C001203,6,32.69,198.35,0,0,1,Month-to-month,DSL,Credit card,True,False,True,1
C001204,12,55.24,670.54,2,0,3,Two year,DSL,Electronic cheque,False,True,False,0
C001205,6,120.01,756.59,2,0,3,One year,Fibre optic,Credit card,False,False,True,0
C001206,30,49.4,1573.06,0,1,0,Two year,DSL,Electronic cheque,False,False,False,0
C001207,16,71.2,1137.27,1,0,1,One year,DSL,Post,False,False,False,0
C001208,6,119.0,746.0,2,0,3,Month-to-month,Fibre optic,Bank transfer,True,False,False,1
C001209,27,72.44,1832.54,3,1,1,Month-to-month,Fibre optic,Credit card,False,False,False,0
C001210,11,33.08,361.06,0,0,2,Month-to-month,None,Post,True,True,True,0
C001211,26,24.84,658.09,1,0,1,Month-to-month,None,Post,False,False,True,0
C001212,10,75.5,722.82,0,0,5,Month-to-month,Fibre optic,Credit card,False,False,False,1
C001213,22,52.22,1222.96,2,1,0,Month-to-month,Fibre optic,Electronic cheque,False,False,False,1
C001214,11,31.58,362.78,0,0,4,Month-to-month,None,Electronic cheque,True,False,True,0
C001215,30,88.9,2637.84,1,0,0,Two year,Fibre optic,Electronic cheque,True,False,False,0
C001216,2,17.24,36.71,0,2,3,Month-to-month,None,Electronic cheque,True,False,False,1
C001217,5,89.45,457.81,0,0,1,Month-to-month,Fibre optic,Electronic cheque,True,False,False,0
C001218,13,59.15,774.47,0,0,1,One year,DSL,Electronic cheque,False,False,False,0
C001219,8,84.18,682.44,1,0,0,One year,DSL,Electronic cheque,True,False,False,1
C001220,10,61.14,597.43,0,0,1,Month-to-month,DSL,Credit card,True,False,False,1
C001221,24,22.3,537.88,0,0,5,One year,None,Electronic cheque,False,False,True,0
C001222,10,48.07,468.97,0,1,1,One year,DSL,Electronic cheque,True,True,False,0
C001223,19,111.34,2115.55,1,0,2,Two year,Fibre optic,Post,True,True,False,0
C001224,7,62.76,440.7,1,1,2,Month-to-month,Fibre optic,Electronic cheque,True,False,True,0
C001225,2,19.13,38.51,0,0,5,Month-to-month,None,Electronic cheque,True,False,True,0
C001226,26,88.64,2303.76,0,0,2,One year,Fibre optic,Bank transfer,True,False,False,1
C001227,48,46.19,2373.58,1,0,0,Month-to-month,DSL,Electronic cheque,True,False,False,0
C001228,18,35.19,602.78,0,0,3,One year,DSL,Bank transfer,True,False,False,1
C001229,14,95.1,1259.4,1,0,4,One year,Fibre optic,Electronic cheque,True,False,True,1
C001230,16,18.74,291.95,0,0,0,One year,None,,True,False,True,0
C001231,37,86.95,3215.45,1,1,1,Two year,Fibre optic,Electronic cheque,False,True,False,0
C001232,18,79.3,1410.39,0,0,2,One year,Fibre optic,Credit card,True,False,True,0
C001233,27,25.43,657.47,0,1,4,Two year,None,Electronic cheque,True,False,True,0
C001234,26,86.23,,3,1,5,One year,Fibre optic,Bank transfer,True,False,False,0
C001235,32,60.97,1982.61,1,1,3,Month-to-month,DSL,Credit card,True,False,True,1
C001236,14,22.46,311.3,0,1,0,One year,None,Credit card,True,False,False,0
C001237,9,51.66,452.06,2,0,0,One year,Fibre optic,Credit card,True,False,False,1
C001238,22,22.52,491.43,0,2,0,Two year,None,Bank transfer,False,False,True,0
C001239,30,90.36,2669.49,0,2,4,Month-to-month,Fibre optic,Credit card,True,False,False,0
C001240,34,43.48,1495.36,2,0,3,Month-to-month,Fibre optic,Electronic cheque,True,False,False,0
C001241,41,52.84,2081.93,0,1,3,Two year,DSL,Electronic cheque,True,False,True,0
C001242,28,84.05,2298.07,2,0,1,Month-to-month,Fibre optic,Bank transfer,True,False,False,1
C001243,9,79.71,735.74,1,1,1,One year,DSL,Credit card,True,False,False,1
C001244,18,66.54,,3,1,3,Month-to-month,Fibre optic,Credit card,False,False,False,1
C001245,16,49.6,808.61,2,1,5,Month-to-month,DSL,Post,False,False,False,0
C001246,15,53.46,800.17,2,3,0,Month-to-month,DSL,Credit card,True,True,False,1
C001247,22,70.65,1541.88,2,0,3,Two year,Fibre optic,Electronic cheque,True,False,False,0
C001248,13,115.61,1471.06,1,0,5,Month-to-month,Fibre optic,Post,True,False,False,0
C001249,13,91.68,1194.27,2,0,5,One year,Fibre optic,Bank transfer,True,False,True,1
C001250,49,121.65,5923.68,3,0,3,One year,Fibre optic,Electronic cheque,False,False,True,0
C001251,14,89.06,1156.83,1,0,4,One year,Fibre optic,Bank transfer,True,False,False,1
C001252,31,95.43,3057.45,0,2,2,Month-to-month,Fibre optic,Electronic cheque,False,False,False,1
C001253,33,69.15,2304.24,1,1,5,Month-to-month,Fibre optic,Credit card,False,False,False,0
C001254,18,72.17,1243.17,2,1,5,Two year,DSL,Electronic cheque,True,False,False,0
C001255,13,83.53,1079.77,1,0,4,Month-to-month,Fibre optic,Post,False,False,True,0
C001256,7,20.76,143.82,0,1,4,Month-to-month,None,Credit card,False,False,True,1
C001257,3,84.11,245.08,0,1,1,Two year,Fibre optic,Electronic cheque,False,False,True,1
C001258,24,27.5,672.79,0,0,0,Month-to-month,None,Electronic cheque,False,False,False,0
C001259,20,61.43,1280.59,1,0,1,Month-to-month,DSL,Electronic cheque,True,True,False,1
C001260,26,79.55,2040.04,0,1,5,Two year,Fibre optic,Bank transfer,False,False,False,0
C001261,10,77.7,767.14,0,1,3,Month-to-month,Fibre optic,Bank transfer,True,False,False,1
C001262,53,72.96,3757.16,3,1,0,Month-to-month,Fibre optic,Post,False,False,True,0
C001263,22,104.48,2145.07,1,0,4,Month-to-month,Fibre optic,Credit card,True,False,False,1
C001264,14,72.86,1032.93,2,1,5,One year,DSL,Electronic cheque,True,False,False,0
C001265,1,90.92,96.1,1,2,4,Two year,Fibre optic,Electronic cheque,False,False,False,1
C001266,11,82.18,899.7,2,1,1,One year,Fibre optic,Bank transfer,False,False,False,1
C001267,27,104.13,2796.22,1,1,1,Two year,Fibre optic,Credit card,False,True,False,0
C001268,40,61.96,2473.33,1,0,0,Month-to-month,DSL,Bank transfer,True,False,True,1
C001269,16,72.19,1137.35,0,2,5,One year,DSL,Bank transfer,False,False,False,1
C001270,44,17.33,736.29,1,0,3,Month-to-month,None,Post,True,False,False,0
C001271,7,77.27,582.41,1,0,0,Two year,DSL,Electronic cheque,False,False,True,1
C001272,21,82.36,1753.74,2,0,2,Two year,Fibre optic,Credit card,True,True,True,0
C001273,21,63.19,1350.5,2,0,2,Month-to-month,DSL,Electronic cheque,True,False,False,1
C001274,24,91.08,2334.01,2,1,2,Two year,Fibre optic,Electronic cheque,True,True,False,0
C001275,17,89.04,1522.8,0,0,0,One year,Fibre optic,Bank transfer,True,False,True,0
C001276,20,34.83,678.91,0,0,5,Month-to-month,None,Credit card,False,False,False,0
C001277,6,83.12,,0,1,1,One year,Fibre optic,Electronic cheque,True,False,True,0
C001278,37,59.61,2332.64,2,0,0,Two year,DSL,Credit card,False,True,False,0
C001279,29,54.27,1611.46,1,0,5,Month-to-month,DSL,Credit card,True,True,True,0
C001280,19,62.4,1182.03,0,0,1,Month-to-month,DSL,Credit card,True,True,False,1
C001281,30,103.23,3046.0,0,0,4,Two year,Fibre optic,Electronic cheque,False,False,False,0
C001282,38,31.34,1180.64,0,0,1,Month-to-month,None,Electronic cheque,True,False,False,0
C001283,23,60.58,1409.87,1,1,4,Month-to-month,DSL,Electronic cheque,True,False,False,1
C001284,57,80.77,4856.8,2,0,1,One year,Fibre optic,Electronic cheque,True,False,True,1
C001285,25,73.01,1821.61,2,1,1,One year,Fibre optic,Bank transfer,True,False,False,1
C001286,7,65.24,444.93,1,1,0,Month-to-month,Fibre optic,Bank transfer,True,False,True,1
C001287,19,84.39,1541.71,1,0,0,Month-to-month,Fibre optic,Electronic cheque,False,False,False,0
C001288,31,70.72,2233.77,2,0,1,Two year,Fibre optic,Credit card,True,False,False,0
C001289,38,44.57,1748.62,1,1,1,Month-to-month,DSL,Bank transfer,True,False,False,0
C001290,18,69.32,1316.58,0,1,0,One year,Fibre optic,Bank transfer,True,False,True,0
C001291,7,72.58,549.07,1,1,5,Two year,Fibre optic,Credit card,False,False,True,0
C001292,13,95.46,1184.96,1,1,1,Month-to-month,Fibre optic,Electronic cheque,False,False,False,1
C001293,4,43.09,172.52,1,0,2,Two year,DSL,Credit card,True,False,True,0
C001294,27,98.16,2619.26,3,1,3,One year,Fibre optic,Credit card,False,False,True,0
C001295,11,20.74,226.84,2,1,5,Two year,None,Post,True,False,False,0
C001296,8,83.56,651.83,2,2,1,Month-to-month,Fibre optic,Credit card,True,False,False,1
C001297,29,61.86,1812.34,1,0,2,Month-to-month,DSL,Credit card,True,False,True,0
C001298,44,21.38,905.14,0,1,5,One year,None,Credit card,False,False,False,0
C001299,8,29.09,236.12,0,2,2,Two year,DSL,Electronic cheque,True,False,False,0
C001300,18,97.86,1823.18,4,0,1,Two year,Fibre optic,Post,False,False,False,0
C001301,13,43.24,553.49,0,1,4,Month-to-month,DSL,Post,True,False,True,0
C001302,39,15.0,604.94,0,1,3,Month-to-month,None,Credit card,True,False,False,0
C001303,15,47.78,719.61,2,1,2,Month-to-month,DSL,Credit card,False,False,False,1
C001304,6,84.29,520.1,1,0,4,One year,Fibre optic,Electronic cheque,True,False,False,1
C001305,15,20.67,312.98,1,0,5,Two year,None,Post,False,False,True,0
C001306,34,97.97,3238.39,2,2,4,One year,Fibre optic,Bank transfer,True,False,False,0
C001307,13,66.33,861.68,0,1,4,Month-to-month,DSL,Post,True,False,True,0
C001308,9,40.19,356.93,2,0,0,Two year,DSL,Electronic cheque,True,False,False,0
C001309,14,52.21,749.43,0,3,2,Month-to-month,DSL,Credit card,False,False,True,1
C001310,6,67.66,403.08,0,0,2,Month-to-month,DSL,Electronic cheque,True,False,False,1
C001311,13,91.74,1230.39,1,0,0,One year,Fibre optic,Post,False,True,False,0
C001312,10,94.74,962.09,1,0,4,Month-to-month,Fibre optic,Bank transfer,True,False,True,0
C001313,64,29.86,1922.59,0,0,1,One year,None,Post,True,False,False,0
C001314,2,108.39,218.39,2,2,5,One year,Fibre optic,Bank transfer,False,False,False,1
C001315,7,24.56,,0,0,0,Month-to-month,None,Post,True,False,True,0
C001316,9,76.88,705.76,2,0,4,Month-to-month,Fibre optic,Bank transfer,False,False,False,1
C001317,6,91.4,564.12,1,1,1,Month-to-month,Fibre optic,Electronic cheque,False,True,False,1
C001318,21,107.88,2195.31,0,0,2,One year,Fibre optic,Bank transfer,True,False,True,0
C001319,8,82.63,650.26,3,2,2,Month-to-month,Fibre optic,Credit card,True,False,False,1
C001320,4,58.72,234.92,1,0,3,Month-to-month,DSL,Bank transfer,False,False,False,0
C001321,16,15.0,238.09,1,0,2,Month-to-month,None,Bank transfer,True,True,False,0
C001322,12,69.89,815.07,2,1,4,One year,Fibre optic,Electronic cheque,True,True,False,1
C001323,9,21.95,204.98,0,0,0,Month-to-month,DSL,Post,True,False,True,1
C001324,39,71.57,2695.69,0,0,2,Month-to-month,Fibre optic,Electronic cheque,False,False,False,0
C001325,21,49.09,1061.16,4,1,2,Month-to-month,DSL,Post,True,False,False,1
C001326,20,80.02,1685.91,0,1,5,Month-to-month,Fibre optic,Bank transfer,False,False,False,0
C001327,22,107.7,2333.56,2,0,5,Month-to-month,Fibre optic,Electronic cheque,True,False,True,1
C001328,21,18.33,359.35,1,1,1,Month-to-month,None,Electronic cheque,False,False,True,0
C001329,13,78.64,1007.68,3,1,5,One year,Fibre optic,Post,True,False,False,0
C001330,8,86.88,679.01,1,1,5,Month-to-month,Fibre optic,Electronic cheque,False,False,True,1
C001331,17,99.59,1621.56,0,0,4,Month-to-month,Fibre optic,Post,True,False,False,0
C001332,12,21.76,264.4,0,0,4,Two year,None,Post,True,False,False,0
C001333,2,18.2,36.88,1,0,4,Month-to-month,None,Credit card,True,False,True,0
C001334,6,102.88,625.86,1,0,5,Month-to-month,Fibre optic,Electronic cheque,False,False,False,1
C001335,11,54.73,585.26,4,0,3,Month-to-month,Fibre optic,Post,False,False,True,1
C001336,29,100.68,3014.43,1,0,5,Month-to-month,Fibre optic,Credit card,True,False,True,1
C001337,17,24.56,409.29,1,0,0,Month-to-month,None,Electronic cheque,False,False,True,1
C001338,7,23.04,,1,0,0,Two year,None,Bank transfer,False,False,True,0
C001339,5,105.33,509.45,0,0,2,Month-to-month,Fibre optic,Credit card,True,True,True,0
C001340,33,100.97,3257.76,1,0,4,One year,Fibre optic,Electronic cheque,True,False,False,0
C001341,13,61.19,798.11,0,2,0,Two year,DSL,Credit card,True,False,False,0
C001342,0,68.84,66.67,1,0,2,Month-to-month,DSL,Post,True,False,True,1
C001343,14,74.08,1011.79,2,0,3,One year,DSL,Electronic cheque,True,False,True,0
C001344,25,53.89,1411.4,0,2,1,Month-to-month,DSL,Electronic cheque,False,False,False,0
C001345,5,89.97,441.17,3,0,3,Month-to-month,Fibre optic,Post,False,False,False,1
C001346,16,45.37,745.1,0,0,2,Two year,Fibre optic,Electronic cheque,False,False,False,0
C001347,17,106.56,1816.03,2,1,5,Month-to-month,Fibre optic,Credit card,False,True,True,0
C001348,6,109.77,677.47,5,0,3,Two year,Fibre optic,Electronic cheque,True,False,False,1
C001349,36,54.85,1987.1,0,0,3,One year,DSL,Electronic cheque,False,False,True,0
C001350,17,89.11,1515.39,2,1,0,Month-to-month,Fibre optic,Bank transfer,False,True,False,1
C001351,11,46.78,509.51,1,0,4,Month-to-month,DSL,Post,True,False,False,1
C001352,13,73.34,930.72,0,0,5,One year,DSL,Credit card,True,True,False,0
C001353,5,35.59,179.31,0,0,3,Month-to-month,None,Bank transfer,True,False,True,0
C001354,4,51.57,202.9,1,1,5,Month-to-month,DSL,Post,False,False,False,1
C001355,10,48.7,458.55,1,1,2,Month-to-month,DSL,Bank transfer,False,False,False,1
C001356,11,84.8,942.49,1,1,5,Month-to-month,Fibre optic,Credit card,True,False,False,1
C001357,12,85.0,1016.74,1,0,2,Two year,Fibre optic,Electronic cheque,True,False,True,0
C001358,38,53.21,2044.93,3,0,1,Month-to-month,Fibre optic,Electronic cheque,False,False,False,0
C001359,24,94.41,2265.85,1,0,0,Month-to-month,Fibre optic,Bank transfer,True,False,False,1
C001360,2,106.09,217.17,0,2,2,One year,Fibre optic,Electronic cheque,False,False,False,0
C001361,33,103.37,3457.37,1,0,0,One year,Fibre optic,Electronic cheque,False,False,False,0
C001362,10,29.47,293.57,3,0,5,Two year,None,Credit card,False,False,True,0
C001363,26,81.14,2134.91,1,0,4,Two year,DSL,Electronic cheque,True,False,False,0
C001364,11,87.62,1002.03,2,0,3,Month-to-month,Fibre optic,Bank transfer,False,False,False,1
C001365,16,88.7,1382.96,0,0,5,Month-to-month,DSL,Post,False,False,False,1
C001366,5,36.13,169.86,0,2,5,One year,DSL,Post,True,True,False,0
C001367,19,16.99,332.02,0,0,4,Month-to-month,None,Electronic cheque,False,False,False,0
C001368,28,72.89,2078.57,0,1,0,One year,Fibre optic,Credit card,True,False,False,1
C001369,3,50.74,164.93,0,0,4,Month-to-month,DSL,Credit card,False,False,True,1
C001370,28,79.01,2219.59,1,0,3,Two year,Fibre optic,Electronic cheque,False,False,True,0
C001371,8,64.55,512.41,0,0,0,One year,DSL,Bank transfer,False,False,False,0
C001372,46,61.21,2853.83,3,0,5,One year,Fibre optic,Credit card,False,False,False,0
C001373,26,93.44,2492.57,0,0,1,Month-to-month,Fibre optic,Credit card,False,False,True,0
C001374,23,20.14,471.75,2,0,4,Two year,None,Electronic cheque,False,False,False,0
C001375,13,50.69,654.46,0,1,1,One year,DSL,Bank transfer,True,False,False,0
C001376,71,48.08,3545.16,1,1,0,Two year,DSL,Bank transfer,False,False,False,0
C001377,10,22.63,219.68,1,0,5,Two year,None,Post,False,False,False,0
C001378,6,26.84,157.82,0,0,4,Month-to-month,None,,False,True,False,1
C001379,9,56.85,535.96,1,1,5,Month-to-month,DSL,Electronic cheque,True,False,True,1
C001380,31,85.87,2717.81,0,0,1,Month-to-month,Fibre optic,Electronic cheque,False,False,False,1
C001381,16,22.59,356.89,0,1,0,One year,None,Bank transfer,True,False,False,0
C001382,14,68.3,960.19,1,0,3,One year,Fibre optic,Post,True,False,False,1
C001383,10,77.14,819.33,1,0,3,Month-to-month,Fibre optic,Post,False,True,False,1
C001384,14,104.05,1447.36,2,0,2,Two year,Fibre optic,Bank transfer,True,False,False,1
C001385,10,15.0,146.88,2,0,3,Month-to-month,None,Electronic cheque,True,False,True,0
C001386,24,103.39,2486.93,3,0,5,One year,Fibre optic,Bank transfer,True,False,True,0
C001387,12,68.54,844.64,1,0,1,Month-to-month,DSL,Credit card,True,False,False,0
C001388,9,85.02,774.02,2,1,5,Month-to-month,Fibre optic,Credit card,True,False,True,1
C001389,29,93.98,2812.28,1,0,5,Month-to-month,Fibre optic,Post,True,False,False,0
C001390,6,81.81,478.6,1,1,5,One year,Fibre optic,Credit card,False,False,False,1
C001391,16,91.81,1417.14,0,1,1,One year,DSL,Post,True,False,False,1
C001392,2,58.18,120.23,2,0,3,Month-to-month,Fibre optic,Electronic cheque,False,False,False,1
C001393,4,74.24,286.83,1,1,2,Month-to-month,Fibre optic,Electronic cheque,True,False,False,0
C001394,11,28.57,303.45,2,0,3,One year,None,Electronic cheque,True,False,False,0
C001395,10,107.69,1053.36,3,1,2,Month-to-month,Fibre optic,Bank transfer,True,False,True,1
C001396,10,71.08,691.26,1,0,0,One year,Fibre optic,Electronic cheque,True,True,False,0
C001397,26,53.79,1372.05,0,1,2,Month-to-month,Fibre optic,Bank transfer,False,False,True,1
C001398,27,71.86,1840.3,1,0,3,Two year,DSL,Electronic cheque,False,False,True,0
C001399,19,86.25,1707.71,0,0,5,One year,Fibre optic,Post,False,False,False,0
C001400,6,42.95,,0,0,5,Month-to-month,DSL,Electronic cheque,False,False,False,0
C001401,14,29.01,433.96,2,2,3,One year,Fibre optic,Post,True,False,False,0
C001402,50,67.66,3467.53,0,0,5,Month-to-month,Fibre optic,Bank transfer,True,False,True,0
C001403,67,87.16,6320.79,0,1,3,Two year,DSL,Bank transfer,False,False,True,0
C001404,30,64.27,1887.14,3,1,2,One year,Fibre optic,Electronic cheque,True,False,False,1
C001405,6,30.01,177.92,0,0,3,Month-to-month,None,,False,False,False,0
C001406,14,54.28,791.64,0,0,1,One year,DSL,Electronic cheque,True,False,False,0
C001407,18,24.34,425.36,2,1,1,Month-to-month,None,Electronic cheque,True,False,False,0
C001408,16,55.71,914.08,0,0,2,Two year,DSL,Bank transfer,True,False,False,0
C001409,32,53.73,1716.02,0,0,5,Two year,DSL,Credit card,True,False,False,0
C001410,25,82.92,2134.33,2,2,4,One year,Fibre optic,Electronic cheque,True,False,False,1
C001411,6,52.47,328.16,2,0,2,Month-to-month,DSL,Credit card,True,False,False,1
C001412,9,21.7,192.41,0,0,3,One year,None,Electronic cheque,False,False,False,0
C001413,29,94.81,2687.95,0,1,1,Month-to-month,Fibre optic,Post,True,False,True,0
C001414,39,66.94,2511.58,1,1,1,Month-to-month,Fibre optic,Electronic cheque,True,False,False,0
C001415,18,77.6,1336.51,4,1,5,Two year,Fibre optic,Electronic cheque,False,False,False,0
C001416,42,72.99,3018.39,2,0,3,Month-to-month,Fibre optic,Credit card,False,False,True,0
C001417,17,79.91,,1,0,2,Month-to-month,Fibre optic,Bank transfer,True,True,False,1
C001418,7,117.88,811.99,1,0,2,Month-to-month,Fibre optic,Electronic cheque,True,False,False,1
C001419,24,15.0,363.28,2,0,4,Two year,None,Credit card,True,False,False,0
C001420,72,83.56,6154.85,0,0,3,Two year,Fibre optic,Electronic cheque,False,False,False,0
C001421,5,107.4,528.64,1,1,2,Month-to-month,Fibre optic,Credit card,True,False,False,1
C001422,41,88.39,3579.27,2,0,2,Month-to-month,Fibre optic,Bank transfer,False,True,False,1
C001423,23,55.52,1324.5,0,0,2,Two year,Fibre optic,Electronic cheque,True,False,False,0
C001424,8,56.98,461.43,0,0,4,Month-to-month,DSL,Bank transfer,False,False,False,0
C001425,2,82.18,163.65,1,0,2,Two year,Fibre optic,Electronic cheque,True,False,True,0
C001426,1,44.39,43.55,3,1,2,Two year,Fibre optic,,False,False,False,0
C001427,10,54.42,559.17,0,0,5,One year,DSL,Bank transfer,True,True,False,0
C001428,20,28.46,565.16,0,1,3,Month-to-month,None,Electronic cheque,False,False,False,0
C001429,28,56.5,1492.03,1,1,5,One year,Fibre optic,Electronic cheque,True,False,False,0
C001430,33,60.79,1885.17,2,1,0,Two year,DSL,Electronic cheque,True,False,False,0
C001431,19,19.75,366.55,0,0,0,Month-to-month,None,Credit card,True,False,True,0
C001432,17,15.83,261.14,0,0,5,Two year,None,Electronic cheque,True,True,False,0
C001433,11,35.06,386.5,1,0,1,Month-to-month,None,Electronic cheque,True,False,False,0
C001434,20,58.38,1103.05,0,1,0,Two year,DSL,Bank transfer,True,False,False,0
C001435,9,90.7,817.88,1,2,0,One year,Fibre optic,Bank transfer,True,True,False,0
C001436,5,84.31,409.38,1,1,0,Month-to-month,Fibre optic,Electronic cheque,False,False,False,1
C001437,16,65.82,1086.22,1,0,4,Month-to-month,Fibre optic,Electronic cheque,True,False,True,1
C001438,26,91.45,2324.38,1,1,0,Month-to-month,Fibre optic,Post,False,False,False,1
C001439,4,52.29,214.77,1,0,2,Month-to-month,Fibre optic,Electronic cheque,True,False,True,1
C001440,10,101.77,1015.6,1,0,1,Two year,Fibre optic,Bank transfer,False,False,False,0
C001441,15,15.0,221.75,0,1,3,Month-to-month,None,Electronic cheque,True,True,True,1
C001442,15,93.36,1346.8,3,2,2,Two year,Fibre optic,Bank transfer,False,False,True,0
C001443,22,24.21,519.75,0,1,4,Month-to-month,None,Electronic cheque,False,False,False,0
C001444,49,18.71,954.51,1,0,0,One year,None,Electronic cheque,True,True,False,1
C001445,1,57.83,57.66,0,1,1,Two year,DSL,Bank transfer,True,True,False,0
C001446,51,25.69,1276.23,0,3,1,One year,None,Credit card,True,False,True,0
C001447,48,62.67,3035.93,0,0,2,Two year,DSL,Bank transfer,False,False,False,0
C001448,28,46.9,1294.13,1,1,4,Two year,DSL,Bank transfer,False,True,False,0
C001449,18,15.0,264.21,2,1,1,One year,None,Credit card,True,True,True,0
C001450,9,66.71,592.67,2,0,4,One year,Fibre optic,Credit card,True,False,False,1
C001451,28,81.64,2351.34,2,1,2,Month-to-month,Fibre optic,Credit card,True,False,False,1
C001452,18,24.69,443.87,0,0,0,Month-to-month,None,Post,True,True,False,1
C001453,12,63.68,780.04,1,0,5,Month-to-month,Fibre optic,Bank transfer,True,True,False,0
C001454,28,72.29,1997.31,1,0,4,Two year,DSL,Credit card,False,False,False,0
C001455,31,56.94,1732.0,2,0,4,One year,DSL,Bank transfer,False,False,True,0
C001456,38,94.29,3739.74,1,1,2,One year,Fibre optic,Electronic cheque,True,False,False,1
C001457,8,54.33,420.64,0,1,4,Two year,DSL,Post,True,False,True,0
C001458,35,75.58,2619.64,1,0,4,Month-to-month,DSL,Credit card,True,False,False,0
C001459,12,15.0,186.0,2,1,3,Two year,None,Post,False,False,False,0
